5	0.1
s) e 	n	1
s) e 	o	2
s) e 	q	2
s) e 	u	1
s) e,	 	1
s) em	 	1
s) fo	i	1
s) go	s	1
s) l√	≠	1
s) na	s	1
s) no	s	1
s) n√	£	1
s) pa	r	2
s) pe	l	2
s) po	n	1
s) pr	e	1
s) pr	o	1
s) qu	a	1
s) qu	e	4
s) re	p	1
s) se	 	1
s) so	b	1
s) te	r	1
s) √†	s	1
s) √©	 	1
s), a	 	7
s), a	g	1
s), a	p	2
s), b	e	1
s), c	o	3
s), d	e	1
s), e	 	1
s), e	s	2
s), g	o	4
s), m	a	4
s), n	√	1
s), o	u	1
s), p	a	1
s), p	e	2
s), q	u	4
s), r	e	1
s), s	e	1
s), s	o	1
s),a 	p	1
s)- S	e	1
s). A	 	1
s). A	l	1
s). C	o	1
s). D	e	2
s). E	n	1
s). E	s	1
s). G	o	1
s). H	√	1
s). I	n	1
s). N	a	1
s). O	 	3
s). P	o	1
s). S	e	2
s). S	o	1
s). S	u	1
s). T	a	1
s). U	m	1
s).Co	n	1
s).Em	 	1
s).En	t	1
s).Na	 	1
s).O 	r	1
s).Po	r	1
s).Se	g	1
s): o	 	1
s); c	o	1
s); c	r	1
s, "u	m	1
s, (i	i	1
s, - 	d	1
s, 10	 	1
s, 12	 	1
s, 14	 	1
s, 14	,	1
s, 15	%	1
s, 17	 	2
s, 2 	0	1
s, 20	%	1
s, 22	,	1
s, 27	 	1
s, 30	 	3
s, 4.	 	1
s, 45	 	1
s, 5 	%	5
s, 50	 	1
s, 50	%	1
s, Ad	n	1
s, Al	-	1
s, Al	e	2
s, Al	i	1
s, An	d	1
s, Ap	r	1
s, Co	m	3
s, Cr	e	1
s, Di	r	1
s, Er	a	1
s, Es	t	3
s, Eu	r	1
s, Go	v	1
s, Gr	u	3
s, In	s	1
s, Ir	a	1
s, Ja	c	1
s, Ja	r	1
s, Ki	n	1
s, Le	o	4
s, Li	o	1
s, Lo	n	1
s, Lu	i	1
s, L√	≠	1
s, Ma	d	1
s, Ma	i	1
s, Ma	r	1
s, Ma	u	1
s, No	r	1
s, OG	M	1
s, Or	g	1
s, Pa	r	2
s, Po	r	4
s, Pr	e	1
s, RS	E	1
s, Re	i	1
s, Ri	c	1
s, Ro	m	1
s, Rz	e	1
s, SI	S	2
s, Sa	r	1
s, Se	n	21
s, Si	s	3
s, So	c	1
s, Th	e	1
s, V.	 	1
s, Va	r	1
s, Vi	c	2
s, We	r	1
s, a 	√	3
s, a 	"	1
s, a 	7	1
s, a 	A	6
s, a 	B	6
s, a 	C	28
s, a 	D	1
s, a 	E	12
s, a 	F	4
s, a 	G	2
s, a 	H	1
s, a 	I	2
s, a 	M	1
s, a 	O	1
s, a 	P	2
s, a 	R	9
s, a 	S	1
s, a 	U	24
s, a 	a	27
s, a 	b	10
s, a 	c	42
s, a 	d	24
s, a 	e	18
s, a 	f	80
s, a 	g	3
s, a 	h	2
s, a 	i	27
s, a 	l	8
s, a 	m	20
s, a 	n	20
s, a 	o	7
s, a 	p	54
s, a 	q	21
s, a 	r	22
s, a 	s	36
s, a 	t	17
s, a 	u	10
s, a 	v	8
s, a 	z	1
s, ab	a	1
s, ab	o	2
s, ab	r	8
s, ab	s	1
s, ac	√	1
s, ac	a	3
s, ac	c	1
s, ac	e	2
s, ac	h	3
s, ac	i	7
s, ac	o	2
s, ac	r	6
s, ac	t	7
s, ac	u	4
s, ad	m	9
s, ad	o	3
s, ad	q	2
s, ad	v	1
s, af	e	2
s, af	i	4
s, af	o	1
s, af	r	1
s, ag	√	1
s, ag	i	1
s, ag	o	2
s, ag	r	8
s, ai	n	15
s, aj	u	4
s, al	√	7
s, al	a	3
s, al	e	2
s, al	g	15
s, al	i	2
s, al	t	3
s, am	a	1
s, am	b	10
s, am	e	3
s, am	i	2
s, an	a	2
s, an	t	12
s, an	u	1
s, ao	 	62
s, ao	s	22
s, ap	√	6
s, ap	a	2
s, ap	e	36
s, ap	l	5
s, ap	o	22
s, ap	r	25
s, aq	u	3
s, ar	 	1
s, ar	t	1
s, as	 	120
s, as	i	1
s, as	p	4
s, as	s	64
s, at	√	10
s, at	a	4
s, at	e	4
s, at	i	2
s, at	r	36
s, au	d	1
s, au	m	15
s, au	t	7
s, av	a	5
s, av	u	1
s, ba	r	2
s, ba	s	2
s, be	m	115
s, be	n	3
s, bi	l	1
s, bi	o	1
s, bo	n	1
s, bo	r	2
s, ca	b	5
s, ca	d	6
s, ca	n	1
s, ca	p	4
s, ca	r	4
s, ca	s	3
s, ca	t	2
s, ca	u	1
s, ce	d	1
s, ce	n	7
s, ce	r	4
s, ch	a	1
s, ch	e	7
s, ci	√	2
s, ci	b	1
s, ci	d	3
s, ci	f	1
s, ci	n	1
s, ci	v	2
s, cl	a	8
s, co	i	3
s, co	l	8
s, co	m	437
s, co	n	119
s, co	o	9
s, co	r	9
s, cr	√	1
s, cr	e	13
s, cr	i	26
s, cu	i	1
s, cu	j	15
s, cu	l	5
s, cu	m	8
s, cu	s	1
s, c√	£	1
s, da	√	1
s, da	 	79
s, da	d	19
s, da	n	2
s, da	r	2
s, da	s	21
s, da	v	1
s, de	 	183
s, de	b	1
s, de	c	13
s, de	d	1
s, de	f	11
s, de	i	5
s, de	l	1
s, de	m	7
s, de	n	3
s, de	p	21
s, de	r	1
s, de	s	74
s, de	t	9
s, de	v	74
s, de	z	2
s, di	a	1
s, di	f	4
s, di	g	1
s, di	r	7
s, di	s	13
s, di	t	1
s, di	v	3
s, di	z	1
s, do	 	16
s, do	c	1
s, do	m	1
s, do	s	36
s, do	t	4
s, du	p	1
s, du	r	5
s, d√	°	1
s, d√	£	1
s, e 	√	27
s, e 	(	1
s, e 	4	1
s, e 	M	1
s, e 	V	1
s, e 	a	76
s, e 	b	2
s, e 	c	29
s, e 	d	34
s, e 	e	53
s, e 	f	8
s, e 	g	5
s, e 	h	4
s, e 	i	11
s, e 	j	1
s, e 	m	10
s, e 	n	45
s, e 	o	32
s, e 	p	25
s, e 	q	47
s, e 	r	8
s, e 	s	10
s, e 	t	24
s, e 	u	7
s, e 	v	3
s, e,	 	15
s, ec	o	9
s, ed	u	3
s, ef	e	2
s, ef	i	6
s, ei	s	1
s, el	a	7
s, el	e	6
s, el	i	3
s, em	 	222
s, em	b	21
s, em	i	2
s, em	p	13
s, en	c	7
s, en	e	3
s, en	f	1
s, en	g	1
s, en	q	35
s, en	s	2
s, en	t	31
s, en	u	1
s, en	v	4
s, eq	u	4
s, er	a	3
s, er	r	2
s, es	c	4
s, es	p	47
s, es	q	1
s, es	s	18
s, es	t	109
s, et	c	22
s, eu	 	6
s, eu	r	6
s, ev	i	15
s, ex	c	4
s, ex	e	1
s, ex	i	15
s, ex	o	2
s, ex	p	9
s, ex	t	2
s, fa	c	11
s, fa	l	2
s, fa	n	1
s, fa	r	1
s, fa	t	1
s, fa	v	1
s, fa	z	8
s, fe	l	1
s, fe	r	2
s, fe	z	1
s, fi	√	9
s, fi	c	4
s, fi	n	15
s, fi	z	3
s, fl	e	2
s, fl	o	1
s, fo	i	13
s, fo	m	2
s, fo	r	19
s, fr	a	4
s, fr	e	8
s, fr	o	14
s, fu	g	2
s, fu	i	1
s, fu	n	7
s, ga	n	1
s, ga	r	8
s, ge	r	6
s, ge	s	2
s, gl	o	1
s, go	s	29
s, go	v	1
s, gr	a	7
s, gr	e	2
s, gr	u	1
s, gu	a	1
s, ha	j	1
s, ha	v	6
s, he	r	1
s, hi	s	1
s, ho	j	5
s, ho	n	2
s, ho	u	3
s, hu	m	1
s, h√	°	16
s, h√	∫	1
s, i.	e	1
s, id	e	3
s, ig	n	1
s, ig	r	2
s, ig	u	3
s, il	u	1
s, im	e	1
s, im	i	3
s, im	p	26
s, in	a	1
s, in	c	125
s, in	d	23
s, in	e	1
s, in	f	13
s, in	i	3
s, in	o	2
s, in	q	2
s, in	s	10
s, in	t	10
s, in	v	3
s, ir	√	4
s, ir	e	5
s, ir	i	1
s, ir	r	1
s, is	o	1
s, is	s	9
s, is	t	12
s, it	a	1
s, jo	r	2
s, ju	l	2
s, ju	n	6
s, ju	r	1
s, ju	s	7
s, j√	°	21
s, la	m	6
s, le	g	1
s, le	i	4
s, le	t	1
s, le	v	8
s, li	 	1
s, li	b	5
s, li	g	2
s, li	m	4
s, lo	g	2
s, lo	n	1
s, lu	g	1
s, l√	≠	1
s, ma	g	1
s, ma	i	44
s, ma	n	19
s, ma	r	9
s, ma	s	354
s, me	c	1
s, me	d	4
s, me	l	16
s, me	m	4
s, me	n	5
s, me	r	2
s, me	s	18
s, me	t	1
s, mi	g	1
s, mi	n	2
s, mi	s	1
s, mi	t	2
s, mo	d	1
s, mo	n	1
s, mo	r	2
s, mo	s	2
s, mo	t	4
s, mu	d	1
s, mu	i	19
s, mu	l	1
s, mu	n	1
s, mu	t	2
s, m√	∫	1
s, na	 	90
s, na	c	1
s, na	d	1
s, na	q	2
s, na	s	11
s, na	t	3
s, ne	c	15
s, ne	e	1
s, ne	g	1
s, ne	m	30
s, ne	n	1
s, ne	s	25
s, ni	n	2
s, no	 	78
s, no	m	108
s, no	r	3
s, no	s	26
s, no	t	2
s, no	u	1
s, no	v	3
s, nu	m	16
s, nu	n	2
s, n√	£	109
s, n√	≥	8
s, o 	√	3
s, o 	"	2
s, o 	B	1
s, o 	C	13
s, o 	E	3
s, o 	G	4
s, o 	J	3
s, o 	L	2
s, o 	M	1
s, o 	P	27
s, o 	R	1
s, o 	S	4
s, o 	T	1
s, o 	W	1
s, o 	a	12
s, o 	b	2
s, o 	c	13
s, o 	d	10
s, o 	e	15
s, o 	f	8
s, o 	g	3
s, o 	i	6
s, o 	m	20
s, o 	n	5
s, o 	o	6
s, o 	p	21
s, o 	q	122
s, o 	r	30
s, o 	s	14
s, o 	t	9
s, o 	u	1
s, o 	v	1
s, ob	j	3
s, ob	r	5
s, ob	s	2
s, ob	t	1
s, ob	v	1
s, oc	o	1
s, of	e	6
s, ol	h	1
s, on	d	14
s, op	√	2
s, op	e	1
s, op	o	2
s, op	t	2
s, or	√	1
s, or	g	5
s, or	i	2
s, os	 	152
s, ou	 	61
s, ou	t	6
s, ou	v	1
s, pa	√	1
s, pa	g	2
s, pa	i	1
s, pa	r	163
s, pa	s	6
s, pe	√	3
s, pe	d	1
s, pe	l	68
s, pe	n	15
s, pe	q	1
s, pe	r	40
s, pe	s	3
s, pl	a	1
s, po	d	40
s, po	i	70
s, po	l	12
s, po	n	4
s, po	r	227
s, po	s	5
s, pr	a	3
s, pr	e	40
s, pr	i	27
s, pr	o	94
s, pu	d	1
s, pu	r	2
s, p√	¥	3
s, qu	a	39
s, qu	e	515
s, qu	i	1
s, ra	p	1
s, ra	z	9
s, re	a	9
s, re	c	19
s, re	d	13
s, re	f	11
s, re	g	19
s, re	i	2
s, re	j	1
s, re	l	7
s, re	m	2
s, re	n	3
s, re	p	2
s, re	q	2
s, re	s	16
s, re	t	3
s, re	u	2
s, re	v	7
s, ri	g	1
s, ri	s	1
s, ro	b	1
s, ro	d	1
s, sa	√	2
s, sa	b	5
s, sa	c	1
s, sa	l	5
s, sa	t	1
s, sa	u	1
s, se	 	47
s, se	c	3
s, se	d	1
s, se	g	14
s, se	i	1
s, se	j	27
s, se	m	61
s, se	n	37
s, se	r	32
s, se	t	2
s, se	u	5
s, se	x	1
s, si	g	4
s, si	m	19
s, si	n	2
s, si	t	1
s, so	b	80
s, so	c	28
s, so	l	3
s, so	m	2
s, so	u	3
s, su	b	7
s, su	f	1
s, su	g	4
s, su	j	4
s, su	p	2
s, su	s	2
s, s√	£	24
s, s√	≥	2
s, ta	i	20
s, ta	l	26
s, ta	m	17
s, ta	n	27
s, ta	p	2
s, te	c	2
s, te	l	1
s, te	m	47
s, te	n	56
s, te	r	26
s, te	s	3
s, te	v	2
s, ti	r	2
s, ti	t	1
s, ti	v	3
s, to	d	16
s, to	l	1
s, to	m	4
s, to	r	16
s, to	t	1
s, to	x	2
s, tr	√	5
s, tr	a	28
s, tu	d	1
s, tu	t	1
s, t√	£	2
s, t√	™	4
s, ul	t	1
s, um	 	51
s, um	a	78
s, un	i	4
s, ur	b	1
s, us	o	1
s, ut	i	11
s, va	i	2
s, va	l	3
s, va	m	3
s, va	r	1
s, ve	j	1
s, ve	m	2
s, ve	n	1
s, ve	r	5
s, vi	a	4
s, vi	l	1
s, vi	n	2
s, vi	o	2
s, vi	s	15
s, vi	v	2
s, vo	l	1
s, vo	t	19
s, v√	°	2
s, v√	£	2
s, v√	™	1
s, v√	≠	1
s, √†	 	41
s, √†	s	14
s, √°	g	2
s, √©	 	129
s, √©	,	1
s, √≥	d	1
s, √≥	r	2
s- e 	s	1
s-, n	a	1
s-201	3	17
s-201	4	3
s-Cri	s	32
s-Dem	o	1
s-Fuk	u	1
s-Ger	a	2
s-Kah	n	7
s-Lis	b	2
s-Mel	l	1
s-Mem	b	1532
s-Min	i	3
s-Qua	d	1
s-Sad	d	1
s-Tra	t	1
s-ava	l	1
s-cha	t	1
s-cha	v	19
s-com	u	1
s-cri	s	8
s-de-	f	4
s-de-	i	2
s-dem	o	3
s-dou	t	1
s-ei 	i	1
s-ei 	m	1
s-ele	i	1
s-emo	s	4
s-enc	e	1
s-fei	r	1
s-ger	a	2
s-gra	d	1
s-ia 	a	1
s-ia 	d	1
s-ia 	m	1
s-ia 	u	1
s-lhe	 	7
s-lhe	s	1
s-luz	 	1
s-min	i	2
s-na√	ß	3
s-nos	 	1
s-pag	a	1
s-pil	o	5
s-pri	m	30
s-pro	j	1
s-p√∫	b	1
s-qua	d	4
s-que	n	1
s-rec	e	1
s-ref	e	3
s-se 	√	2
s-se 	a	1
s-se 	f	1
s-se 	s	1
s-se 	v	1
s-se,	 	1
s-sec	t	2
s-ser	v	1
s-sol	d	2
s-som	b	22
s-tip	o	1
s-tra	t	1
s-val	i	11
s-vin	d	6
s-vos	 	2
s-√° 	a	6
s-√° 	c	1
s-√° 	d	1
s-√° 	e	1
s-√° 	m	1
s-√° 	n	1
s-√° 	p	1
s-√° 	t	1
s-√° 	u	1
s-√°,	 	1
s-√£o	 	3
s-√≠a	m	1
s. "I	n	1
s. "L	i	1
s. "S	i	1
s. 16	2	1
s. A 	√	6
s. A 	"	4
s. A 	A	5
s. A 	B	3
s. A 	C	53
s. A 	D	4
s. A 	E	22
s. A 	F	1
s. A 	G	4
s. A 	H	1
s. A 	I	3
s. A 	L	2
s. A 	M	1
s. A 	N	2
s. A 	P	10
s. A 	R	10
s. A 	S	3
s. A 	T	1
s. A 	U	54
s. A 	V	1
s. A 	a	40
s. A 	b	5
s. A 	c	53
s. A 	d	17
s. A 	e	36
s. A 	f	21
s. A 	g	3
s. A 	h	2
s. A 	i	30
s. A 	l	6
s. A 	m	24
s. A 	n	25
s. A 	o	5
s. A 	p	74
s. A 	q	13
s. A 	r	37
s. A 	s	28
s. A 	t	14
s. A 	u	3
s. A 	v	5
s. Ac	e	1
s. Ac	o	2
s. Ac	r	1
s. Ac	t	1
s. Ag	o	1
s. Al	√	7
s. Al	g	3
s. Al	i	1
s. Al	t	1
s. Ao	 	2
s. Ap	o	1
s. Ap	r	2
s. As	 	14
s. As	s	1
s. A√	≠	1
s. Ca	b	1
s. Ca	p	1
s. Co	l	2
s. Co	m	7
s. Co	n	19
s. Cr	e	2
s. Da	√	1
s. Da	d	1
s. De	 	1
s. De	c	1
s. De	f	2
s. De	n	1
s. De	s	1
s. De	t	1
s. De	v	2
s. Du	v	2
s. D√	™	1
s. E 	√	3
s. E 	a	5
s. E 	d	2
s. E 	e	4
s. E 	j	1
s. E 	n	2
s. E 	o	2
s. E 	p	3
s. E 	q	2
s. E 	s	2
s. E 	v	2
s. E,	 	5
s. Ef	e	2
s. El	a	3
s. Em	 	16
s. Em	b	2
s. En	c	1
s. En	t	2
s. En	v	1
s. Es	p	8
s. Es	s	5
s. Es	t	32
s. Ex	i	2
s. Ex	o	1
s. Fa	√	1
s. Fa	c	2
s. Fa	r	1
s. Fi	c	2
s. Fi	n	1
s. F√	°	3
s. Go	s	5
s. Gr	a	1
s. Hi	p	1
s. H√	°	34
s. Im	p	2
s. In	d	1
s. In	f	1
s. In	s	1
s. Ir	√	1
s. Is	s	4
s. Is	t	4
s. Ju	l	1
s. J√	°	9
s. La	m	1
s. Le	v	1
s. Ma	i	2
s. Ma	s	5
s. Me	l	1
s. Mo	d	1
s. Na	 	11
s. Ne	s	8
s. Ni	n	1
s. No	 	23
s. No	s	2
s. Nu	m	1
s. N√	£	155
s. N√	≥	12
s. O 	√	2
s. O 	"	1
s. O 	A	5
s. O 	B	1
s. O 	C	15
s. O 	D	1
s. O 	E	5
s. O 	F	4
s. O 	G	7
s. O 	I	2
s. O 	J	1
s. O 	L	1
s. O 	M	1
s. O 	O	2
s. O 	P	39
s. O 	Q	1
s. O 	S	6
s. O 	T	4
s. O 	a	26
s. O 	c	21
s. O 	d	23
s. O 	e	13
s. O 	f	19
s. O 	g	3
s. O 	i	10
s. O 	l	1
s. O 	m	17
s. O 	n	12
s. O 	o	11
s. O 	p	67
s. O 	q	25
s. O 	r	69
s. O 	s	38
s. O 	t	14
s. O 	v	2
s. Ob	v	1
s. Or	a	1
s. Or	g	1
s. Os	 	12
s. Ou	t	1
s. Pa	r	15
s. Pa	s	1
s. Pe	l	3
s. Pe	n	5
s. Pe	r	2
s. Pi	o	2
s. Po	d	4
s. Po	r	35
s. Pr	e	7
s. Pr	i	1
s. P√	¥	1
s. Qu	a	5
s. Qu	e	4
s. Re	c	2
s. Re	s	1
s. Sa	l	1
s. Se	 	5
s. Se	g	2
s. Se	j	1
s. Se	m	1
s. Se	n	2
s. Se	r	1
s. So	u	1
s. S√	£	27
s. S√	≥	27
s. Ta	l	3
s. Ta	m	3
s. Ta	n	2
s. Te	m	13
s. Te	n	4
s. To	d	4
s. Tr	a	6
s. T√	£	1
s. T√	™	4
s. Um	 	5
s. Um	a	9
s. V.	 	1
s. Va	m	2
s. Vi	u	1
s. Vi	v	1
s. Vo	t	4
s. V√	°	3
s. V√	£	1
s. aq	u	1
s. de	 	1
s. pe	d	1
s. re	f	1
s. sa	b	1
s. sa	l	1
s. se	 	1
s. √Ä	 	6
s. √â	 	237
s. √â	,	12
s." I	s	1
s.(A 	d	1
s.) N	√	1
s... 	E	1
s... 	N	1
s... 	e	1
s... 	o	1
s....	p	1
s...C	o	1
s...E	m	1
s...E	n	2
s...E	s	1
s...N	a	1
s...√	â	1
s.201	1	1
s.61 	a	1
s.; (	3	1
s.A B	u	4
s.A C	o	12
s.A D	e	2
s.A D	i	2
s.A E	s	1
s.A E	u	2
s.A G	r	1
s.A O	r	1
s.A P	A	1
s.A P	o	1
s.A P	r	1
s.A R	√	2
s.A R	o	2
s.A U	E	4
s.A U	c	1
s.A U	n	7
s.A a	b	1
s.A a	c	6
s.A a	d	3
s.A a	f	1
s.A a	p	7
s.A a	r	1
s.A a	v	1
s.A c	e	2
s.A c	h	1
s.A c	i	1
s.A c	o	11
s.A c	r	3
s.A d	e	4
s.A d	i	11
s.A e	d	2
s.A e	n	3
s.A e	s	7
s.A e	x	5
s.A f	a	2
s.A f	i	7
s.A f	r	1
s.A f	u	2
s.A g	e	1
s.A g	o	1
s.A g	r	2
s.A i	g	1
s.A i	m	3
s.A i	n	7
s.A j	√	1
s.A j	u	1
s.A l	i	2
s.A l	o	1
s.A m	e	3
s.A m	i	2
s.A m	o	1
s.A n	a	1
s.A n	e	2
s.A n	o	4
s.A o	r	1
s.A p	a	2
s.A p	o	5
s.A p	r	25
s.A q	u	3
s.A r	a	2
s.A r	e	12
s.A s	e	3
s.A s	i	4
s.A s	o	1
s.A s	u	2
s.A t	e	3
s.A t	r	3
s.A v	e	4
s.A v	i	1
s.A v	o	2
s.Abo	r	1
s.Abs	t	3
s.Ace	i	1
s.Ach	o	2
s.Aci	m	3
s.Aco	l	1
s.Aco	m	1
s.Aco	n	1
s.Acr	e	10
s.Act	u	10
s.Acu	s	1
s.Ade	m	1
s.Adi	a	1
s.Adi	c	1
s.Adm	i	1
s.Adr	i	1
s.Afi	n	4
s.Afi	r	1
s.Age	n	1
s.Ago	r	7
s.Agr	a	5
s.Agu	a	1
s.Ain	d	8
s.Aju	d	1
s.Al-	N	1
s.Ala	r	1
s.Alg	u	12
s.Ali	√	1
s.Ali	v	1
s.Alt	e	2
s.Al√	©	65
s.Ama	n	2
s.Amb	a	2
s.Amb	o	1
s.Amp	l	1
s.Ana	l	1
s.Ant	e	8
s.Ao 	a	6
s.Ao 	c	3
s.Ao 	d	1
s.Ao 	f	3
s.Ao 	i	5
s.Ao 	l	2
s.Ao 	m	15
s.Ao 	n	2
s.Ao 	p	2
s.Ao 	q	1
s.Ao 	s	1
s.Ao 	v	1
s.Apa	r	1
s.Ape	l	3
s.Ape	n	1
s.Ape	s	13
s.Apl	a	1
s.Apl	i	1
s.Apo	i	31
s.Apo	n	1
s.Apr	a	9
s.Apr	e	2
s.Apr	o	17
s.Ap√	≥	7
s.Aqu	e	3
s.Aqu	i	2
s.Arg	u	1
s.Arr	o	1
s.As 	√	1
s.As 	I	1
s.As 	P	1
s.As 	a	22
s.As 	c	15
s.As 	d	7
s.As 	e	6
s.As 	f	7
s.As 	i	10
s.As 	l	1
s.As 	m	5
s.As 	n	9
s.As 	o	4
s.As 	p	23
s.As 	q	3
s.As 	r	12
s.As 	s	3
s.As 	t	2
s.As 	v	2
s.Ass	e	2
s.Ass	i	34
s.Ass	o	1
s.Ass	u	1
s.Ate	n	4
s.Atr	√	1
s.Atr	a	2
s.At√	©	12
s.Ava	n	1
s.Bas	i	2
s.Bas	t	1
s.Cab	e	2
s.Cad	a	1
s.Cal	c	1
s.Car	o	2
s.Cas	o	2
s.Cen	t	1
s.Cer	c	2
s.Che	g	1
s.Cid	a	1
s.Cin	q	1
s.Cla	r	2
s.Col	e	1
s.Col	o	2
s.Com	 	34
s.Com	b	1
s.Com	o	45
s.Com	p	5
s.Con	c	30
s.Con	f	4
s.Con	g	23
s.Con	h	1
s.Con	s	54
s.Con	t	56
s.Con	v	1
s.Coo	p	1
s.Coo	r	1
s.Cor	t	1
s.Cos	t	1
s.Cre	i	17
s.Cre	m	1
s.Cri	a	2
s.Cum	p	5
s.Da 	f	1
s.Da 	r	1
s.Dad	a	2
s.Dad	o	6
s.Dam	o	1
s.Dar	-	1
s.Da√	≠	7
s.De 	a	8
s.De 	c	1
s.De 	e	2
s.De 	f	12
s.De 	i	3
s.De 	m	1
s.De 	o	1
s.De 	q	1
s.De 	s	1
s.De 	u	3
s.Deb	r	1
s.Dec	i	2
s.Dec	o	1
s.Ded	i	1
s.Def	e	2
s.Dei	x	3
s.Dem	o	1
s.Den	t	1
s.Dep	e	1
s.Dep	o	6
s.Des	d	6
s.Des	e	5
s.Des	i	1
s.Des	p	1
s.Des	s	2
s.Des	t	9
s.Dev	√	2
s.Dev	e	44
s.Dev	i	1
s.Dev	o	6
s.Dez	a	1
s.Dir	i	2
s.Dis	c	1
s.Dis	p	3
s.Dit	a	1
s.Dit	o	1
s.Diz	e	1
s.Do 	m	1
s.Do 	p	2
s.Do 	q	1
s.Do 	r	1
s.Dos	 	1
s.Dub	l	1
s.Dur	a	5
s.D√°	 	1
s.E c	o	1
s.E n	o	1
s.Efe	c	6
s.Eis	 	1
s.Ela	 	2
s.Ele	 	7
s.Ele	s	3
s.Em 	√	1
s.Em 	1	2
s.Em 	2	11
s.Em 	F	1
s.Em 	J	4
s.Em 	N	1
s.Em 	a	3
s.Em 	b	1
s.Em 	c	6
s.Em 	e	2
s.Em 	f	1
s.Em 	m	7
s.Em 	n	4
s.Em 	p	29
s.Em 	q	2
s.Em 	r	6
s.Em 	s	28
s.Em 	t	28
s.Em 	v	11
s.Emb	o	26
s.Enc	a	1
s.Enc	o	2
s.Enf	a	1
s.Enq	u	13
s.Ent	√	2
s.Ent	e	9
s.Ent	r	7
s.Era	 	2
s.Esc	o	1
s.Esc	r	1
s.Esc	u	1
s.Esf	o	1
s.Esp	e	23
s.Ess	a	13
s.Ess	e	7
s.Est	√	7
s.Est	a	97
s.Est	e	79
s.Est	i	1
s.Est	o	22
s.Est	u	1
s.Eu 	a	1
s.Eu 	c	1
s.Eu 	d	2
s.Eu 	m	1
s.Eu 	p	2
s.Eu 	s	1
s.Eu 	t	1
s.Eu 	v	1
s.Exe	r	1
s.Exi	g	6
s.Exi	s	14
s.Exo	r	3
s.Exp	l	1
s.Exp	r	1
s.Fac	e	8
s.Fal	a	1
s.Fal	e	2
s.Fal	o	1
s.Faz	,	1
s.Fa√	ß	3
s.Fei	t	1
s.Fel	i	5
s.Fi-	l	1
s.Fic	a	2
s.Fic	o	1
s.Fin	a	16
s.Fiq	u	1
s.Fiz	 	1
s.Fiz	e	1
s.Foi	 	13
s.For	a	5
s.Fun	d	1
s.Gar	a	1
s.Gos	t	58
s.Gra	√	3
s.Gra	n	1
s.Gue	r	1
s.Hav	e	3
s.Hip	o	1
s.Hoj	e	10
s.Hou	v	2
s.H√°	 	12
s.Igu	a	4
s.Ima	g	1
s.Imp	√	4
s.Imp	o	11
s.Imp	r	1
s.Ind	e	2
s.Inf	e	11
s.Ins	t	4
s.Int	e	1
s.Inv	e	2
s.Ire	m	1
s.Iss	o	13
s.Ist	o	35
s.Jor	n	1
s.Jul	g	5
s.Jus	t	1
s.J√°	 	2
s.Lam	e	8
s.Lem	b	1
s.Li 	c	1
s.Li 	r	1
s.Lim	i	2
s.Log	o	2
s.Lor	c	1
s.Mai	s	13
s.Man	i	3
s.Man	t	1
s.Mas	 	15
s.Mas	,	2
s.Mel	h	1
s.Mes	m	4
s.Mil	 	1
s.Mui	t	11
s.Mul	t	1
s.Na 	1	1
s.Na 	A	1
s.Na 	E	4
s.Na 	L	1
s.Na 	P	1
s.Na 	R	1
s.Na 	U	1
s.Na 	a	1
s.Na 	c	1
s.Na 	d	1
s.Na 	g	1
s.Na 	m	16
s.Na 	n	3
s.Na 	o	1
s.Na 	p	3
s.Na 	q	8
s.Na 	r	4
s.Na 	s	11
s.Na 	v	13
s.Nas	 	5
s.Nat	u	2
s.Nec	e	4
s.Nel	a	2
s.Nem	 	2
s.Nen	h	1
s.Nes	s	4
s.Nes	t	47
s.Nic	c	1
s.Nic	o	1
s.Nin	g	3
s.No 	√	5
s.No 	A	1
s.No 	C	1
s.No 	a	4
s.No 	c	14
s.No 	d	1
s.No 	e	77
s.No 	f	4
s.No 	g	1
s.No 	i	3
s.No 	m	4
s.No 	n	1
s.No 	p	4
s.No 	q	22
s.No 	r	2
s.No 	s	1
s.No 	v	1
s.Nor	m	2
s.Nos	 	14
s.Not	a	2
s.Not	e	1
s.Num	 	9
s.Num	a	7
s.N√£	o	26
s.N√≥	s	5
s.O A	l	1
s.O C	a	1
s.O C	o	2
s.O E	x	1
s.O G	o	1
s.O G	r	2
s.O J	a	1
s.O L	i	1
s.O M	E	1
s.O M	a	1
s.O O	b	1
s.O P	a	14
s.O P	l	2
s.O P	r	2
s.O R	e	2
s.O S	√	2
s.O S	e	2
s.O T	r	8
s.O a	c	3
s.O a	l	1
s.O a	n	1
s.O a	p	1
s.O a	u	2
s.O c	a	2
s.O c	o	4
s.O c	r	1
s.O d	e	5
s.O d	i	2
s.O d	o	1
s.O e	s	1
s.O f	o	2
s.O f	u	3
s.O i	n	1
s.O l	i	1
s.O m	a	2
s.O m	e	5
s.O n	.	1
s.O n	o	3
s.O o	b	6
s.O p	a	1
s.O p	e	1
s.O p	o	1
s.O p	r	50
s.O q	u	13
s.O r	e	43
s.O s	e	8
s.O s	i	5
s.O t	e	3
s.O t	r	2
s.O v	o	3
s.O √	™	1
s.O √	∫	2
s.Obr	i	3
s.Obs	e	2
s.Obv	i	4
s.Oca	s	1
s.Oco	r	1
