5	0.1
or af	t	1
or ag	a	3
or ag	e	3
or ag	r	15
or ai	d	3
or ai	r	5
or al	i	1
or al	l	155
or al	m	5
or al	s	1
or al	t	6
or am	e	5
or am	o	1
or an	 	96
or an	a	6
or an	d	80
or an	i	3
or an	n	1
or an	o	7
or an	s	1
or an	t	4
or an	y	31
or ap	p	27
or ar	b	1
or ar	e	15
or ar	o	9
or ar	t	7
or as	 	14
or as	s	10
or as	y	2
or at	 	31
or at	t	6
or at	y	2
or au	d	1
or au	t	2
or av	i	1
or av	o	2
or aw	a	2
or ax	i	1
or ba	d	3
or ba	l	2
or ba	n	3
or ba	r	1
or ba	s	2
or be	 	5
or be	c	4
or be	f	1
or be	g	1
or be	i	9
or be	l	1
or be	n	4
or be	t	20
or bi	g	2
or bi	l	6
or bi	o	1
or bi	r	2
or bl	a	1
or bl	o	3
or bo	l	1
or bo	o	2
or bo	r	3
or bo	t	34
or br	a	1
or br	e	2
or br	i	6
or br	o	10
or bu	d	14
or bu	i	4
or bu	r	1
or bu	s	43
or bu	t	1
or bu	y	2
or by	 	31
or ca	l	2
or ca	n	11
or ca	p	5
or ca	r	8
or ca	s	1
or ca	t	1
or ca	u	1
or ce	i	1
or ce	n	2
or ce	r	23
or ch	a	30
or ch	e	2
or ch	i	10
or ch	o	3
or ch	u	1
or ci	r	6
or ci	t	21
or ci	v	16
or cl	e	6
or cl	i	15
or cl	o	6
or co	a	3
or co	d	1
or co	f	3
or co	g	3
or co	h	18
or co	l	15
or co	m	80
or co	n	104
or co	o	26
or co	r	10
or co	s	1
or co	u	31
or co	v	2
or cr	a	1
or cr	e	20
or cr	i	8
or cr	o	18
or cu	l	33
or cu	r	4
or cu	s	2
or da	m	3
or da	t	5
or de	 	2
or de	a	11
or de	b	8
or de	c	15
or de	e	2
or de	f	5
or de	g	1
or de	l	5
or de	m	23
or de	p	2
or de	r	3
or de	s	3
or de	t	9
or de	v	62
or di	a	1
or di	d	2
or di	e	1
or di	f	8
or di	g	2
or di	r	13
or di	s	41
or di	v	1
or do	 	12
or do	e	6
or do	i	5
or do	m	16
or do	u	2
or do	w	1
or dr	a	2
or dr	i	2
or dr	o	1
or dr	u	14
or du	a	1
or du	e	1
or du	m	1
or du	r	3
or ea	c	11
or ea	r	9
or ea	s	5
or ea	t	1
or ec	o	41
or ed	u	13
or ef	f	17
or el	d	1
or el	e	9
or el	i	2
or el	s	5
or em	a	1
or em	e	5
or em	i	2
or em	p	18
or en	c	3
or en	d	3
or en	e	4
or en	f	2
or en	g	1
or en	h	7
or en	l	1
or en	s	7
or en	t	8
or en	v	18
or eq	u	7
or er	r	3
or es	s	2
or es	t	10
or et	h	1
or eu	r	6
or ev	a	6
or ev	e	41
or ex	a	245
or ex	c	13
or ex	e	3
or ex	h	1
or ex	p	16
or ex	t	23
or fa	c	2
or fa	i	11
or fa	k	1
or fa	l	1
or fa	m	3
or fa	r	18
or fa	s	2
or fa	u	2
or fa	v	2
or fe	a	1
or fe	d	1
or fe	l	1
or fi	b	1
or fi	g	6
or fi	n	30
or fi	s	17
or fi	v	6
or fl	e	8
or fo	l	1
or fo	o	10
or fo	r	98
or fo	s	3
or fo	u	6
or fr	a	1
or fr	e	25
or fr	o	9
or fu	e	1
or fu	l	6
or fu	n	18
or fu	r	23
or fu	t	21
or ga	p	1
or ga	t	1
or ge	n	13
or ge	o	1
or ge	t	4
or gi	v	6
or gl	o	7
or go	 	1
or go	i	1
or go	o	6
or go	v	5
or gr	a	7
or gr	e	23
or gr	o	35
or gu	a	2
or gu	i	3
or ha	l	1
or ha	r	8
or ha	s	10
or ha	u	2
or ha	v	21
or he	a	11
or he	l	4
or he	r	28
or he	s	1
or hi	g	10
or hi	m	4
or hi	s	43
or hi	v	1
or ho	u	3
or ho	w	8
or hu	m	52
or hu	n	2
or id	e	8
or if	 	7
or if	,	1
or ig	n	1
or il	l	5
or im	b	1
or im	m	3
or im	p	101
or in	 	133
or in	a	4
or in	c	21
or in	d	23
or in	f	22
or in	h	1
or in	i	2
or in	n	34
or in	s	61
or in	t	51
or in	v	25
or is	 	40
or is	,	2
or is	l	1
or is	o	1
or is	s	5
or it	 	39
or it	,	5
or it	.	14
or it	;	1
or it	e	1
or it	s	69
or jo	b	8
or jo	i	11
or jo	u	2
or jo	y	1
or ju	d	1
or ju	s	7
or ke	y	1
or ki	d	1
or kn	o	1
or la	b	2
or la	c	2
or la	n	6
or la	r	4
or la	s	2
or la	t	6
or la	u	3
or la	w	2
or le	a	8
or le	g	6
or le	s	8
or le	v	2
or li	a	1
or li	b	2
or li	c	1
or li	f	8
or li	m	2
or li	n	6
or lo	a	1
or lo	b	12
or lo	c	8
or lo	n	6
or lo	o	1
or lo	s	5
or lo	w	2
or ma	c	3
or ma	g	1
or ma	i	4
or ma	j	1
or ma	k	13
or ma	n	49
or ma	r	26
or ma	x	1
or ma	y	4
or me	 	9
or me	,	8
or me	.	2
or me	a	28
or me	d	6
or me	e	6
or me	g	1
or me	m	13
or me	n	2
or me	r	1
or mi	c	1
or mi	d	1
or mi	g	3
or mi	l	8
or mi	n	11
or mi	s	12
or mi	x	2
or mo	b	11
or mo	d	3
or mo	n	22
or mo	r	60
or mo	s	5
or mo	v	2
or mu	c	3
or mu	l	4
or mu	s	12
or my	 	13
or na	r	3
or na	t	30
or ne	a	5
or ne	e	2
or ne	g	16
or ne	i	1
or ne	t	1
or ne	w	32
or ne	x	3
or ni	n	3
or no	 	3
or no	.	1
or no	i	4
or no	n	12
or no	r	1
or no	t	48
or no	w	3
or nu	c	14
or nu	m	1
or ob	j	6
or ob	l	1
or ob	s	2
or ob	t	3
or of	 	112
or of	f	12
or of	t	1
or ol	d	2
or om	i	1
or on	 	15
or on	-	2
or on	c	4
or on	e	19
or on	l	7
or op	e	17
or op	p	3
or op	t	2
or or	 	4
or or	a	5
or or	c	1
or or	d	1
or or	g	4
or or	i	4
or ot	h	45
or ou	r	68
or ou	t	5
or ov	e	16
or ow	i	1
or ow	n	6
or pa	r	15
or pa	s	9
or pa	t	1
or pa	y	10
or pe	a	5
or pe	o	14
or pe	r	15
or pe	t	1
or ph	a	1
or pi	l	1
or pi	t	1
or pl	a	14
or pl	e	1
or po	i	3
or po	l	31
or po	o	2
or po	p	1
or po	r	1
or po	s	12
or po	t	3
or po	w	4
or pr	a	2
or pr	e	27
or pr	i	9
or pr	o	125
or pu	b	27
or pu	n	1
or pu	r	5
or pu	t	5
or qu	a	6
or qu	e	3
or qu	i	3
or ra	d	1
or ra	i	1
or ra	p	6
or ra	t	20
or ra	w	1
or re	-	1
or re	a	17
or re	c	20
or re	d	12
or re	f	14
or re	g	39
or re	i	9
or re	j	5
or re	l	13
or re	m	8
or re	n	4
or re	o	1
or re	p	14
or re	q	3
or re	s	85
or re	t	3
or re	v	6
or ri	s	1
or ro	a	8
or ro	b	2
or ro	l	5
or ru	l	1
or ru	r	9
or sa	f	4
or sa	n	2
or sa	t	2
or sc	h	1
or sc	i	6
or sc	o	1
or sc	r	1
or se	c	18
or se	e	4
or se	g	1
or se	l	5
or se	n	2
or se	p	1
or se	r	6
or se	t	5
or se	v	12
or se	x	2
or sh	a	8
or sh	e	4
or sh	i	2
or sh	o	15
or sh	u	2
or si	g	11
or si	m	10
or si	t	1
or sk	i	1
or sl	a	1
or sm	a	64
or sm	u	2
or so	 	6
or so	,	2
or so	-	1
or so	c	30
or so	l	9
or so	m	33
or so	o	1
or so	u	3
or so	v	2
or sp	e	26
or sp	o	1
or sp	r	1
or sq	u	1
or st	a	15
or st	e	11
or st	i	2
or st	o	1
or st	r	27
or st	u	2
or su	b	6
or su	c	21
or su	g	1
or su	i	2
or su	m	1
or su	p	27
or su	r	3
or su	s	27
or sy	m	1
or ta	b	1
or ta	c	4
or ta	k	6
or ta	l	4
or ta	r	1
or ta	s	1
or ta	x	4
or te	a	3
or te	c	7
or te	n	3
or te	r	7
or te	s	1
or te	x	10
or th	a	76
or th	e	2455
or th	i	352
or th	o	47
or th	r	21
or ti	e	1
or ti	g	1
or ti	m	3
or to	 	76
or to	b	1
or to	d	6
or to	l	1
or to	o	2
or to	t	1
or to	u	3
or to	w	2
or tr	a	51
or tr	e	3
or tr	i	2
or tr	u	2
or tr	y	2
or ts	u	1
or tu	n	4
or tw	i	1
or tw	o	25
or ul	t	1
or un	a	6
or un	b	1
or un	c	1
or un	d	6
or un	e	1
or un	f	1
or un	i	3
or un	l	2
or un	n	2
or un	q	1
or un	r	1
or un	s	2
or un	t	1
or un	w	1
or up	 	2
or up	c	1
or up	g	1
or up	h	2
or ur	b	5
or us	 	77
or us	,	9
or us	.	7
or us	:	1
or us	e	9
or us	i	4
or va	l	6
or va	r	5
or ve	h	21
or ve	n	2
or ve	r	3
or ve	s	3
or ve	t	2
or vi	c	1
or vi	e	1
or vi	o	1
or vi	s	2
or vo	c	10
or vo	l	1
or vo	t	4
or wa	i	3
or wa	n	1
or wa	s	4
or wa	y	4
or we	 	2
or we	a	3
or we	e	2
or we	r	3
or wh	a	21
or wh	e	23
or wh	i	76
or wh	o	11
or wh	y	3
or wi	d	2
or wi	l	13
or wi	n	1
or wi	r	2
or wi	t	28
or wo	m	3
or wo	o	1
or wo	r	42
or wo	u	5
or wr	e	1
or ye	a	11
or ye	t	1
or yo	u	87
or' e	n	1
or' r	e	1
or' s	i	1
or's 	O	3
or's 	a	6
or's 	b	1
or's 	c	2
or's 	d	7
or's 	g	1
or's 	i	1
or's 	m	1
or's 	n	1
or's 	o	3
or's 	p	2
or's 	r	1
or's 	s	5
or's 	t	1
or's 	v	1
or) a	n	1
or). 	T	1
or, C	o	1
or, D	r	1
or, I	 	2
or, J	o	1
or, M	r	3
or, P	a	1
or, R	o	1
or, R	u	1
or, U	l	1
or, a	 	3
or, a	d	1
or, a	f	2
or, a	g	1
or, a	l	2
or, a	m	2
or, a	n	29
or, a	s	11
or, a	t	3
or, b	e	4
or, b	i	1
or, b	o	1
or, b	u	2
or, c	a	1
or, c	e	1
or, c	o	8
or, d	o	1
or, e	s	3
or, e	v	2
or, f	o	5
or, h	a	2
or, i	f	1
or, i	m	1
or, i	n	19
or, i	s	1
or, i	t	3
or, l	a	3
or, l	i	1
or, m	o	1
or, n	a	1
or, n	e	1
or, n	o	1
or, o	n	1
or, o	r	2
or, p	a	3
or, r	a	2
or, r	i	1
or, s	a	1
or, s	e	1
or, s	o	8
or, s	u	3
or, t	a	1
or, t	h	22
or, t	o	5
or, u	n	1
or, u	p	1
or, u	s	1
or, w	e	7
or, w	h	28
or, w	i	5
or, w	o	3
or-Ge	n	4
or-al	l	1
or-le	v	1
or-ma	d	1
or-qu	a	1
or-sp	e	2
or-to	-	3
or. A	 	2
or. I	 	18
or. I	,	1
or.Al	t	1
or.An	o	1
or.Ar	o	1
or.At	 	2
or.Be	a	1
or.Be	f	1
or.Co	m	1
or.Co	n	1
or.Co	r	1
or.Ef	f	1
or.En	e	1
or.En	f	1
or.Eu	r	1
or.Ev	i	1
or.Fi	n	1
or.Fo	r	2
or.Fu	r	2
or.Gi	v	1
or.Gl	o	1
or.Ha	v	1
or.Ho	w	4
or.I 	a	3
or.I 	b	1
or.I 	s	2
or.I 	v	4
or.If	 	2
or.In	 	7
or.In	d	2
or.In	s	1
or.It	 	5
or.Le	t	1
or.Li	t	1
or.Mo	r	1
or.Mr	 	4
or.Pr	o	1
or.Se	c	1
or.Si	m	1
or.Th	a	1
or.Th	e	27
or.Th	i	8
or.Th	o	2
or.Th	u	1
or.Vo	c	1
or.We	 	7
or.Wh	a	1
or.Wi	t	2
or: 1	.	1
or: a	 	1
or: i	n	1
or: i	s	1
or: i	t	3
or: l	a	1
or: t	h	1
or: t	o	1
or: w	e	1
or; (	3	1
or; a	n	1
or; i	t	1
or; t	h	1
or? T	h	2
or? W	e	1
or? W	h	1
or?Wh	y	1
or] t	h	1
ora a	n	1
ora o	f	2
ora o	r	1
ora s	p	2
ora's	 	1
ora, 	t	2
orabl	e	3
orabl	y	2
oradi	c	5
orage	 	23
orage	,	4
orage	.	1
oral 	-	1
oral 	S	1
oral 	a	19
oral 	c	4
oral 	d	2
oral 	e	2
oral 	f	1
oral 	i	2
oral 	l	3
oral 	p	23
oral 	q	19
oral 	r	1
oral 	s	5
oral 	t	1
oral 	v	1
oral!	 	1
oral'	 	1
oral,	 	1
orali	s	1
orali	t	1
orall	y	3
orals	 	2
oran.	C	1
oranc	e	1
orand	a	2
orand	u	6
orane	o	1
orant	 	1
orari	l	5
orarl	b	1
orary	 	30
orary	)	1
orary	,	3
orass	.	1
orate	 	90
orate	,	1
orate	-	4
orate	.	2
orate	d	30
orate	s	11
orati	n	19
orati	o	66
orati	v	4
orato	r	9
orb c	a	1
orb i	t	1
orb t	h	2
orb.E	u	1
orbea	r	1
orbed	 	2
orbin	g	1
orbit	 	1
orbit	a	2
orca 	c	2
orca 	i	1
orca,	 	2
orce 	(	1
orce 	F	3
orce 	M	2
orce 	O	1
orce 	S	1
orce 	T	1
orce 	a	10
orce 	b	3
orce 	c	3
orce 	e	1
orce 	f	9
orce 	h	1
orce 	i	21
orce 	m	2
orce 	n	2
orce 	o	47
orce 	p	1
orce 	s	4
orce 	t	29
orce 	u	4
orce 	w	12
orce)	 	1
orce,	 	28
orce.	 	1
orce.	A	1
orce.	B	1
orce.	E	1
orce.	F	1
orce.	I	3
orce.	T	4
orce.	W	2
orce:	 	1
orce?	 	1
orcea	b	1
orced	 	61
orced	,	1
orced	.	5
orcef	u	5
orcem	e	77
orcer	s	2
orces	 	35
orces	,	8
orces	.	4
orces	?	1
orchb	e	1
orche	s	6
orchw	o	1
orcib	l	1
orcin	g	44
orcyc	l	1
orcza	,	1
ord '	c	1
ord '	d	1
ord '	h	3
ord '	u	1
ord -	 	1
ord D	a	2
ord a	b	2
ord a	m	1
ord a	n	3
ord a	r	1
ord e	a	1
ord e	c	1
ord e	x	2
ord f	e	1
ord f	o	3
ord h	a	4
ord i	m	1
ord i	n	4
ord i	s	2
ord l	o	1
ord m	a	1
ord m	o	1
ord n	o	2
ord o	f	8
ord o	n	3
ord o	r	1
ord p	a	3
ord r	e	3
ord s	a	1
ord s	m	1
ord s	p	1
ord t	h	4
ord t	o	12
ord w	a	1
ord w	h	1
ord w	i	1
ord's	 	1
ord, 	G	1
ord, 	M	1
ord, 	S	1
ord, 	e	1
ord, 	f	1
ord, 	i	2
ord, 	o	1
ord, 	w	2
ord-P	a	1
ord-k	e	1
ord.R	e	1
ord.W	e	1
orda 	f	1
ordab	i	1
ordab	l	6
ordan	 	7
ordan	c	48
ordas	.	1
orded	 	21
orded	,	1
orded	.	3
order	 	1048
order	'	1
order	,	32
order	.	19
order	;	4
order	e	4
order	i	1
order	l	4
order	s	228
ordic	 	9
ordin	a	320
ordin	g	168
ordof	a	2
ords 	'	3
ords 	B	1
ords 	I	1
ords 	a	10
ords 	b	2
ords 	c	3
ords 	d	1
ords 	f	1
ords 	i	3
ords 	l	1
ords 	o	13
ords 	p	2
ords 	s	1
ords 	t	11
ords 	u	1
ords 	w	8
ords,	 	79
ords.	A	1
ords.	B	1
ords.	H	1
ords.	W	1
ords:	 	1
ords?	 	2
ore (	1	1
ore (	u	1
ore -	 	3
ore B	e	1
ore C	h	2
ore C	o	2
ore E	U	1
ore E	a	1
ore E	u	26
ore F	u	2
ore G	r	2
ore I	 	20
ore K	r	1
ore M	a	1
ore M	e	5
ore M	r	1
ore P	a	4
ore S	M	2
ore W	T	1
ore a	 	20
ore a	b	15
ore a	c	44
ore a	d	9
ore a	f	1
ore a	g	19
ore a	l	19
ore a	m	16
ore a	n	46
ore a	p	12
ore a	r	3
ore a	s	11
ore a	t	13
ore a	u	4
ore a	v	3
ore a	w	5
ore b	a	14
ore b	e	84
ore b	i	1
ore b	o	2
ore b	r	1
ore b	u	3
ore b	y	4
ore c	a	38
ore c	e	1
ore c	h	5
ore c	i	4
ore c	l	26
ore c	o	119
ore c	r	11
ore d	a	3
ore d	e	51
ore d	i	30
ore d	o	6
ore d	r	3
ore d	y	1
ore e	a	10
ore e	c	7
ore e	f	151
ore e	m	7
ore e	n	17
ore e	q	5
ore e	s	9
ore e	v	3
ore e	x	22
ore f	a	12
ore f	e	1
ore f	i	7
ore f	l	12
ore f	o	15
ore f	r	9
ore f	u	21
ore g	e	11
ore g	i	3
ore g	l	1
ore g	o	1
ore g	r	7
ore h	a	14
ore h	e	3
ore h	i	3
ore h	o	19
ore i	m	48
ore i	n	95
ore i	s	1
ore i	t	14
ore j	o	4
ore j	u	2
ore k	n	1
ore l	a	14
ore l	e	7
ore l	i	42
ore l	o	2
ore m	a	12
ore m	e	7
ore m	i	3
ore m	o	25
ore m	u	2
ore m	y	1
ore n	a	1
ore n	e	52
ore n	o	10
ore o	b	8
ore o	f	27
ore o	n	11
ore o	p	14
ore o	r	6
ore o	u	3
ore p	a	4
ore p	e	12
ore p	l	5
ore p	o	27
ore p	r	52
ore p	u	9
ore q	u	21
ore r	a	6
ore r	e	83
ore r	i	13
ore r	o	12
ore r	u	2
ore s	a	3
ore s	c	1
ore s	e	20
ore s	h	5
ore s	i	9
ore s	m	2
ore s	o	19
ore s	p	12
ore s	t	29
ore s	u	71
ore s	y	6
ore t	a	14
ore t	e	2
ore t	h	291
ore t	i	13
ore t	o	25
ore t	r	18
ore t	w	1
ore u	n	13
ore u	p	3
ore u	r	15
ore u	s	23
ore v	a	7
ore v	e	9
ore v	i	10
ore v	o	48
ore v	u	2
ore w	a	6
ore w	e	56
ore w	h	4
ore w	i	11
ore w	o	11
ore y	e	3
ore y	o	6
ore' 	b	1
ore' 	p	1
ore' 	t	1
ore, 	C	2
ore, 	E	4
ore, 	I	51
ore, 	M	3
ore, 	P	1
ore, 	S	1
ore, 	a	37
ore, 	b	9
ore, 	c	8
ore, 	d	5
ore, 	e	5
ore, 	f	8
ore, 	g	5
ore, 	h	4
ore, 	i	62
ore, 	l	4
ore, 	m	4
ore, 	n	6
ore, 	o	6
ore, 	p	1
ore, 	r	3
ore, 	s	6
ore, 	t	111
ore, 	v	2
ore, 	w	51
ore, 	y	1
ore. 	I	6
ore.A	s	2
ore.A	t	1
ore.E	u	1
ore.F	o	1
ore.H	o	1
ore.I	 	3
ore.I	n	1
ore.I	t	2
ore.O	n	1
ore.O	v	1
ore.T	h	8
ore.W	e	4
ore: 	t	3
orea 	F	3
orea 	a	1
orea 	i	1
orea 	t	3
orea,	 	3
orea.	I	1
orea.	S	1
oreal	 	2
orean	 	1
orebo	a	14
oreca	s	31
ored 	a	8
ored 	b	9
ored 	c	1
ored 	e	1
ored 	f	1
ored 	i	7
ored 	m	6
ored 	o	3
ored 	s	1
ored 	t	14
ored 	v	1
ored 	w	4
ored,	 	13
ored.	T	3
ored;	 	1
orefr	o	6
oregi	o	2
orego	n	1
oreha	n	6
oreig	n	281
oreir	a	11
orely	 	1
oreme	n	6
oremo	s	14
orenc	e	1
oreov	e	100
orepe	r	1
orer 	M	2
orer 	c	2
orer 	p	1
orer 	r	2
orer 	t	1
orer,	 	1
oreru	n	3
ores 	c	1
ores 	i	2
ores 	o	3
ores 	t	2
orese	e	22
oresi	g	3
orest	 	115
orest	,	6
orest	-	3
orest	.	1
orest	a	11
orest	e	1
orest	r	95
orest	s	117
oreti	c	6
oreve	r	1
orex,	 	1
orex.	F	1
orf u	n	1
orff 	b	2
orff 	c	1
org.W	e	1
organ	i	331
organ	s	1
orge 	M	1
orge 	S	2
orge 	a	2
orge 	l	1
orged	 	2
orget	 	54
orget	,	7
orget	t	5
orghe	z	1
orgia	 	17
orgia	'	5
orgia	,	8
orgia	.	7
orgia	:	1
orgia	n	10
orgin	g	3
orgio	 	1
orgio	s	12
orgiv	e	3
orgo 	C	2
orgoi	n	1
orgot	t	14
ori a	 	1
ori c	o	2
ori, 	a	1
oria,	 	1
orial	 	116
orial	'	1
orial	,	4
orial	i	5
orial	l	1
oric 	C	1
oric 	T	1
oric 	a	1
oric 	c	1
oric 	d	1
oric 	e	1
oric 	j	1
oric 	m	4
oric 	o	3
oric 	r	1
oric 	s	3
oric 	t	3
oric.	I	1
oric.	W	1
orica	l	35
orien	 	1
orien	t	35
ories	 	84
ories	'	2
ories	,	17
ories	.	20
ories	:	1
ories	;	2
ories	I	1
origi	n	225
orily	 	4
orily	.	3
oring	 	173
oring	,	11
oring	.	5
oring	;	1
orino	 	1
oriou	s	6
oris 	N	1
oris 	P	1
oris 	p	1
orisa	t	24
orise	 	7
orise	d	10
orisi	n	6
orism	 	23
orism	'	1
orism	,	10
orism	.	8
orism	?	2
orist	 	15
orist	s	5
orita	r	3
orita	t	1
orith	m	1
oriti	e	430
oriti	s	18
ority	 	349
ority	'	3
ority	,	49
ority	-	1
ority	.	42
ority	:	1
ority	;	1
ority	?	4
orium	 	3
orium	s	1
oriza	t	1
orizo	n	24
ork (	2	1
ork (	M	32
ork (	T	2
ork (	f	1
ork -	 	3
ork 2	0	1
ork A	g	2
ork D	e	2
ork D	i	6
ork P	a	1
ork P	r	70
ork a	b	1
ork a	c	5
ork a	f	1
ork a	g	3
ork a	h	2
ork a	i	3
ork a	l	5
ork a	n	79
ork a	r	4
ork a	s	16
ork a	t	4
ork b	a	3
ork b	e	9
ork b	u	1
ork b	y	12
ork c	a	22
ork c	l	4
ork c	o	7
ork c	r	1
ork d	e	9
ork d	i	3
ork d	o	12
ork d	r	1
ork d	u	1
ork e	f	2
ork e	q	1
ork e	x	9
ork f	o	114
ork f	r	1
ork g	i	1
ork g	o	2
ork g	u	2
ork h	a	25
ork h	e	6
ork i	f	1
ork i	l	1
ork i	m	3
ork i	n	78
ork i	s	36
ork i	t	1
ork j	o	2
ork l	a	1
ork l	e	1
ork l	i	2
ork l	o	1
ork m	a	2
ork m	i	1
ork m	o	2
ork m	u	2
ork n	e	3
ork o	c	1
ork o	f	165
ork o	n	54
ork o	p	1
ork o	r	1
ork o	u	6
ork o	v	4
ork p	a	3
ork p	e	2
ork p	l	2
ork p	r	43
ork p	u	2
ork r	e	5
ork s	a	1
ork s	e	3
ork s	h	10
ork s	i	3
ork s	o	2
ork s	t	2
ork s	u	1
ork s	y	1
ork t	a	3
ork t	h	44
ork t	o	66
ork t	r	2
ork u	n	10
ork u	r	2
ork v	e	2
ork w	e	6
ork w	h	13
ork w	i	44
ork y	o	2
ork' 	a	2
ork, 	1	1
ork, 	I	3
ork, 	M	2
ork, 	a	23
ork, 	b	8
ork, 	c	2
ork, 	e	2
ork, 	f	2
ork, 	h	1
ork, 	i	19
ork, 	l	1
ork, 	m	1
ork, 	n	1
ork, 	o	5
ork, 	p	3
ork, 	r	3
ork, 	s	5
ork, 	t	16
ork, 	u	1
ork, 	w	21
ork, 	y	1
ork-b	a	1
ork-l	i	2
ork-p	r	1
ork. 	A	2
ork. 	F	1
ork. 	I	18
ork.A	n	1
ork.A	s	5
ork.A	t	4
ork.B	y	2
ork.C	r	1
ork.D	o	1
ork.E	c	1
ork.E	u	1
ork.E	x	1
ork.F	i	5
ork.F	o	2
ork.G	i	1
ork.H	e	2
ork.H	o	2
ork.H	u	1
ork.I	 	3
ork.I	f	1
ork.I	n	8
ork.I	t	5
ork.J	u	1
ork.L	e	2
ork.M	a	4
ork.M	o	1
ork.M	r	1
ork.M	y	1
ork.N	e	1
ork.P	e	1
ork.S	e	1
ork.S	i	2
ork.T	h	21
ork.W	e	8
ork.W	i	2
ork: 	i	1
ork: 	r	1
ork: 	t	1
ork; 	e	1
ork; 	t	1
ork?C	a	1
ork?H	o	1
ork] 	a	1
orkab	l	8
orked	 	36
orked	,	4
orked	.	2
orked	:	7
orked	;	1
orker	 	12
orker	'	2
orker	.	2
orker	s	316
orkfl	o	1
orkfo	r	13
orkin	g	314
orklo	a	1
orkov	s	4
orkpl	a	8
orks 	(	5
orks 	-	4
orks 	a	20
orks 	b	2
orks 	c	1
orks 	f	4
orks 	i	5
orks 	l	1
orks 	m	1
orks 	o	12
orks 	s	6
orks 	t	6
orks 	w	3
orks,	 	12
orks.	I	3
orks.	M	1
orks.	T	4
orks.	W	1
orks:	 	1
orks?	 	1
orksh	i	1
orksh	o	1
orky,	 	1
ork≈´	n	3
orld 	(	1
orld 	-	4
orld 	2	2
orld 	B	11
orld 	C	4
orld 	D	1
orld 	G	5
orld 	H	5
orld 	O	1
orld 	S	2
orld 	T	50
orld 	W	6
orld 	a	41
orld 	b	4
orld 	c	7
orld 	d	2
orld 	e	3
orld 	f	5
orld 	g	1
orld 	h	2
orld 	i	17
orld 	l	7
orld 	m	8
orld 	o	35
orld 	p	12
orld 	s	16
orld 	t	28
orld 	v	1
orld 	w	15
orld'	 	7
orld'	,	2
orld'	.	5
orld'	s	26
orld,	 	54
orld-	l	2
orld-	r	1
orld.	Œ	1
orld.	 	10
orld.	A	2
orld.	B	2
orld.	E	1
orld.	F	3
orld.	H	5
orld.	I	12
orld.	L	3
orld.	M	4
orld.	N	1
orld.	O	5
orld.	S	2
orld.	T	17
orld.	W	8
orld.	Y	1
orld:	 	3
orld;	 	2
orld?	 	1
orlds	 	1
orlds	,	1
orlds	:	1
orldw	i	24
orly 	a	1
orly 	b	1
orly 	c	1
orly 	e	2
orly 	f	2
orly 	o	2
orly 	p	3
orly 	t	1
orly-	v	1
orm -	 	3
orm 2	7	1
orm E	u	1
orm M	r	1
orm P	a	4
orm P	o	1
orm a	 	7
orm a	f	1
orm a	g	2
orm a	l	1
orm a	n	30
orm a	p	2
orm a	r	1
orm a	s	1
orm a	t	2
orm b	a	1
orm b	e	3
orm c	i	1
orm c	o	2
orm c	r	1
orm d	u	1
orm e	d	1
orm f	i	1
orm f	o	6
orm f	u	1
orm h	a	1
orm h	i	1
orm i	m	1
orm i	n	6
orm i	s	4
orm i	t	3
orm l	e	1
orm m	a	5
orm m	u	1
orm n	o	1
orm o	f	121
orm p	a	11
orm p	l	2
orm p	o	2
orm p	r	15
orm p	u	1
orm q	u	1
orm r	e	1
orm s	c	2
orm s	i	1
orm s	t	3
orm s	y	1
orm t	e	1
orm t	h	56
orm t	o	7
orm u	n	1
orm u	s	4
orm v	i	1
orm v	o	1
orm w	h	3
orm w	i	2
orm w	o	1
orm y	o	8
orm, 	G	1
orm, 	a	2
orm, 	b	3
orm, 	c	2
orm, 	f	1
orm, 	i	1
orm, 	n	1
orm, 	o	1
orm, 	r	1
orm, 	s	2
orm, 	t	5
orm, 	v	1
orm, 	w	4
orm-m	i	1
orm. 	I	1
orm.A	l	1
orm.A	t	1
orm.F	o	1
orm.I	 	1
orm.I	n	2
orm.I	t	1
orm.M	r	1
orm.T	h	4
orm.W	e	1
orm; 	t	1
ormal	 	65
ormal	'	1
ormal	,	1
ormal	.	3
ormal	/	1
ormal	;	2
ormal	i	20
ormal	l	26
orman	c	94
orman	t	2
ormat	 	2
ormat	,	1
ormat	.	1
ormat	i	472
ormed	 	80
ormed	'	1
ormed	,	8
ormed	.	9
ormer	 	46
ormer	,	2
ormer	l	2
ormid	a	1
ormin	g	55
ormis	i	1
ormis	t	1
ormit	y	12
ormly	 	3
ormon	e	1
ormou	s	45
orms 	(	1
orms 	a	11
orms 	b	3
orms 	d	1
orms 	f	4
orms 	h	1
orms 	i	8
orms 	o	35
orms 	p	3
orms 	r	1
orms 	s	2
orms 	t	23
orms 	u	2
orms 	w	6
orms,	 	18
orms.	A	3
orms.	G	1
orms.	I	2
orms.	N	1
orms.	T	5
orms.	U	1
orms.	W	2
ormul	a	28
ormy 	p	1
orn b	y	1
orn c	h	1
orn c	o	1
orn i	n	3
orn o	f	1
orn p	r	1
orn r	e	1
orn t	o	1
orn, 	I	1
orn.M	a	1
orn.T	h	1
ornad	o	1
orne 	b	7
orne 	d	1
orne 	e	1
orne 	f	1
orne 	i	7
orne 	o	2
orned	 	1
orner	 	1
